0.000000000000000000e+00, 6.204428600077914746e-01
1.000000000000000000e+00, 6.281790780617673153e-01
2.000000000000000000e+00, 6.400521476256519904e-01
3.000000000000000000e+00, 6.440028383692403269e-01
4.000000000000000000e+00, 6.298920058169221736e-01
5.000000000000000000e+00, 6.218307495614280311e-01
6.000000000000000000e+00, 6.074798536847139108e-01
7.000000000000000000e+00, 5.952937561321098858e-01
8.000000000000000000e+00, 5.655378624408597954e-01
9.000000000000000000e+00, 5.494747394292386344e-01
1.000000000000000000e+01, 5.309840009105717407e-01
1.100000000000000000e+01, 5.379114115103527105e-01
1.200000000000000000e+01, 5.239859670443079986e-01
1.300000000000000000e+01, 4.859861721698697790e-01
1.400000000000000000e+01, 4.530576999456059073e-01
1.500000000000000000e+01, 4.390129416434029874e-01
1.600000000000000000e+01, 4.394522963182897479e-01
1.700000000000000000e+01, 4.211324842032951876e-01
1.800000000000000000e+01, 4.013459987337913426e-01
1.900000000000000000e+01, 4.512634841416695575e-01
2.000000000000000000e+01, 4.419040210042227135e-01
2.100000000000000000e+01, 4.473299747379331781e-01
2.200000000000000000e+01, 4.564176940230567081e-01
2.300000000000000000e+01, 4.491539897887244503e-01
2.400000000000000000e+01, 4.838043691986496087e-01
2.500000000000000000e+01, 4.288655789576731325e-01
2.600000000000000000e+01, 3.995450813470650120e-01
2.700000000000000000e+01, 4.012131322548493362e-01
2.800000000000000000e+01, 4.342643302798319116e-01
2.900000000000000000e+01, 4.278847786541267739e-01
3.000000000000000000e+01, 3.773727411476188731e-01
3.100000000000000000e+01, 3.662327508283572675e-01
3.200000000000000000e+01, 3.650639814167235264e-01
3.300000000000000000e+01, 3.723964782040313781e-01
3.400000000000000000e+01, 3.629544136497580564e-01
3.500000000000000000e+01, 3.944869088437672477e-01
3.600000000000000000e+01, 3.896404957890461929e-01
3.700000000000000000e+01, 4.106216248408611769e-01
3.800000000000000000e+01, 3.985691896650480626e-01
3.900000000000000000e+01, 3.999158399094566718e-01
4.000000000000000000e+01, 4.016474403279449712e-01
4.100000000000000000e+01, 3.684053552747434956e-01
4.200000000000000000e+01, 3.783311837314784487e-01
4.300000000000000000e+01, 3.834202108370295403e-01
4.400000000000000000e+01, 3.950655246384982000e-01
4.500000000000000000e+01, 3.861432075994228330e-01
4.600000000000000000e+01, 3.755256563361119015e-01
4.700000000000000000e+01, 3.608549330032323477e-01
4.800000000000000000e+01, 4.089540960605482778e-01
4.900000000000000000e+01, 4.061079098272529775e-01
5.000000000000000000e+01, 3.828136159118408210e-01
5.100000000000000000e+01, 3.895391651494110041e-01
5.200000000000000000e+01, 3.820535064292560068e-01
5.300000000000000000e+01, 3.736390960018233787e-01
5.400000000000000000e+01, 3.478534769951446837e-01
5.500000000000000000e+01, 3.335504435713411708e-01
5.600000000000000000e+01, 3.315395938781208196e-01
5.700000000000000000e+01, 3.643328395828099864e-01
5.800000000000000000e+01, 3.635693100632009789e-01
5.900000000000000000e+01, 3.264519267536424296e-01
