0.000000000000000000e+00, 3.151636280391348355e-01
1.000000000000000000e+00, 3.125333577085017134e-01
2.000000000000000000e+00, 3.107562274146383197e-01
3.000000000000000000e+00, 3.060404767330817677e-01
4.000000000000000000e+00, 3.011261809671952894e-01
5.000000000000000000e+00, 2.986282925028015955e-01
6.000000000000000000e+00, 2.925677005049868717e-01
7.000000000000000000e+00, 2.898550892427590453e-01
8.000000000000000000e+00, 2.857551261039292800e-01
9.000000000000000000e+00, 2.847197842121474420e-01
1.000000000000000000e+01, 2.847463288015676386e-01
1.100000000000000000e+01, 2.787346676344224505e-01
1.200000000000000000e+01, 2.737166525614945778e-01
1.300000000000000000e+01, 2.691714476498870412e-01
1.400000000000000000e+01, 2.692735947912092698e-01
1.500000000000000000e+01, 2.651926817675920867e-01
1.600000000000000000e+01, 2.651337004386279950e-01
1.700000000000000000e+01, 2.643945408758682225e-01
1.800000000000000000e+01, 2.619601960867977697e-01
1.900000000000000000e+01, 2.526088643855470273e-01
2.000000000000000000e+01, 2.462794504718081035e-01
2.100000000000000000e+01, 2.353182014108909370e-01
2.200000000000000000e+01, 2.314563441907632468e-01
2.300000000000000000e+01, 2.241080640924596468e-01
2.400000000000000000e+01, 2.245471771427868524e-01
2.500000000000000000e+01, 2.072194939353420307e-01
2.600000000000000000e+01, 2.106475909434060989e-01
2.700000000000000000e+01, 2.107513058410919460e-01
2.800000000000000000e+01, 1.961568139085170248e-01
2.900000000000000000e+01, 1.898266386521913485e-01
3.000000000000000000e+01, 1.859140133948876117e-01
3.100000000000000000e+01, 1.740539644574598532e-01
3.200000000000000000e+01, 1.718167810508338667e-01
3.300000000000000000e+01, 1.702177666557094793e-01
3.400000000000000000e+01, 1.568640760042004922e-01
3.500000000000000000e+01, 1.520700698345230084e-01
3.600000000000000000e+01, 1.524320707816249898e-01
3.700000000000000000e+01, 1.498531059716138591e-01
3.800000000000000000e+01, 1.458108475698512152e-01
3.900000000000000000e+01, 1.469165924958583114e-01
4.000000000000000000e+01, 1.460879283102159698e-01
4.100000000000000000e+01, 1.512048849025644792e-01
4.200000000000000000e+01, 1.437518467956069579e-01
4.300000000000000000e+01, 1.454902696231536452e-01
4.400000000000000000e+01, 1.505121154257282046e-01
4.500000000000000000e+01, 1.433124285929382180e-01
4.600000000000000000e+01, 1.320579057505083531e-01
4.700000000000000000e+01, 1.312398752990773798e-01
4.800000000000000000e+01, 1.319968451495999451e-01
4.900000000000000000e+01, 1.376531882403994600e-01
