0.000000000000000000e+00, 4.777502772801584530e-01
1.000000000000000000e+00, 4.406370075040988987e-01
2.000000000000000000e+00, 4.895168736445771329e-01
3.000000000000000000e+00, 4.658104233571832564e-01
4.000000000000000000e+00, 4.438830936087499457e-01
5.000000000000000000e+00, 4.285128251046044778e-01
6.000000000000000000e+00, 3.999367731612479271e-01
7.000000000000000000e+00, 3.941906380334837534e-01
8.000000000000000000e+00, 3.890295080259745242e-01
9.000000000000000000e+00, 3.959097925232272774e-01
1.000000000000000000e+01, 3.974495949724228816e-01
1.100000000000000000e+01, 3.904684286990146580e-01
1.200000000000000000e+01, 3.965314270576775213e-01
1.300000000000000000e+01, 3.916771185446109027e-01
1.400000000000000000e+01, 3.921055407359518852e-01
1.500000000000000000e+01, 3.720771867728376314e-01
1.600000000000000000e+01, 3.638274649354092949e-01
1.700000000000000000e+01, 3.803979307899703066e-01
1.800000000000000000e+01, 3.495186801021721301e-01
1.900000000000000000e+01, 3.331497979665524745e-01
2.000000000000000000e+01, 3.226089958973883953e-01
2.100000000000000000e+01, 3.229761190863993381e-01
2.200000000000000000e+01, 3.049700675324407140e-01
2.300000000000000000e+01, 2.987915550682588850e-01
2.400000000000000000e+01, 3.018684967682079279e-01
2.500000000000000000e+01, 2.990374094220818457e-01
2.600000000000000000e+01, 3.022278809890619478e-01
2.700000000000000000e+01, 2.895150576363294537e-01
2.800000000000000000e+01, 2.919887260688472375e-01
2.900000000000000000e+01, 2.926814077936804592e-01
3.000000000000000000e+01, 2.979139417046127170e-01
3.100000000000000000e+01, 2.941121078345176887e-01
3.200000000000000000e+01, 2.836807167382656147e-01
3.300000000000000000e+01, 2.897081105631907905e-01
3.400000000000000000e+01, 2.880165490109222737e-01
3.500000000000000000e+01, 3.039224525533073540e-01
3.600000000000000000e+01, 3.078079045757449173e-01
3.700000000000000000e+01, 2.949452422161089049e-01
3.800000000000000000e+01, 3.049225267091049130e-01
3.900000000000000000e+01, 2.998802575131935266e-01
4.000000000000000000e+01, 2.872057038748198621e-01
4.100000000000000000e+01, 2.927359221515648535e-01
4.200000000000000000e+01, 2.958900680459052301e-01
4.300000000000000000e+01, 2.919729043578813132e-01
4.400000000000000000e+01, 2.963146774846021625e-01
4.500000000000000000e+01, 2.873564854883318143e-01
4.600000000000000000e+01, 2.937236296883267705e-01
4.700000000000000000e+01, 2.942833593273539994e-01
4.800000000000000000e+01, 2.900679814088776287e-01
4.900000000000000000e+01, 2.988793753605037962e-01
